id	title	description	category	inventoryHeight	inventoryWidth	image	customProperties
card_ronin_ghost_step	Ghost Step	Movement exploiting Between awareness from corrupted signature.	mobility_card				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_ronin_unshackled_violence	Unshackled Violence	Uninhibited assault unbound by oath restrictions.	combat_card				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_ronin_masterless_perfection	Masterless Perfection	Peak expression of unbound combat philosophy.	power_card				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_ronin_broken_code_strike	Broken Code Strike	Signature strike channeling oath-fracture into pure offensive output.	power_card				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_ronin_resonance_inversion	Resonance Inversion	Turn corrupted resonance signature against enemy resonant abilities.	control_card				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_ronin_no_lord_but_the_work	No Lord But the Work	Capstone: ultimate expression of masterless philosophy and freedom from obligation.	capstone_card				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_ashfoot_basic_attack	Basic Attack (Ashfoot)	Free salvage-quality strike. Once per turn.	combat_card				"{""apCost"":""0"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""true"",""aiTag"":""""}"
card_ashfoot_salvage_strike	Salvage Strike	Effective attack using improvised or salvaged equipment.	combat_card				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_ashfoot_fighting_dirty	Fighting Dirty	Exploit every advantage; unconventional attack approach.	combat_card				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_ashfoot_eye_strike	Eye Strike	Precision strike targeting vulnerable points; applies debuff.	combat_card				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_ashfoot_gut_check	Gut Check	Rally through pain to resist a debilitating effect.	defense_card				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_ashfoot_pain_threshold	Pain Threshold	Operating well below full capacity; convert HP damage into resilience.	defense_card				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_ashfoot_veterans_reflex	Veteran's Reflex	Combat-hardened instinctive reaction to incoming threat.	reaction_card				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_ashfoot_nothing_to_lose	Nothing to Lose	Low-HP state empowers offensive output; desperation drive.	power_card				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_ashfoot_into_the_grinder	Into the Grinder	Aggressive advance through hostile terrain or enemy formation.	combat_card				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_ashfoot_strike_and_fade	Strike and Fade	Hit and immediately reposition to safety.	mobility_card				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_ashfoot_one_more_round	One More Round	Refuse to fall; stabilize at critical HP.	defense_card				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_ashfoot_unbreakable	Unbreakable	Maximum resilience state; near-impossible to put down.	defense_card				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_ashfoot_bloody_end	Bloody End	Final push offensive strike when all resources are committed.	combat_card				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_ashfoot_what_were_worth	What We're Worth	Capstone: prove the worth of the low-caste against all assumptions.	capstone_card				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_veilblade_basic_attack	Basic Attack (Veilblade)	Free suppressed strike. Once per turn.	combat_card				"{""apCost"":""0"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""true"",""aiTag"":""""}"
card_veilblade_precision_strike	Precision Strike	Targeted attack through suppressed signature minimizing detection.	combat_card				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_veilblade_wire_entry	Wire Entry	Enter Wire Craft network for movement or information access.	utility_card				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_veilblade_marked_target	Marked Target	Designate target for enhanced follow-up attacks.	control_card				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_veilblade_ghost_walk	Ghost Walk	Move through network or physical space while maintaining null signature.	mobility_card				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_veilblade_uncanny_dodge	Uncanny Dodge	Exploit signal intelligence to anticipate and avoid attack.	reaction_card				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_veilblade_wire_assault	Wire Assault	Attack delivered through or using Wire Craft network.	combat_card				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_veilblade_evasion_protocol	Evasion Protocol	Automated evasion sequence from accumulated signal intelligence.	defense_card				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_veilblade_clean_strike	Clean Strike	Near-perfect elimination strike; minimal trace, maximum effect.	combat_card				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_veilblade_blacksite	Blacksite	Establish a completely signal-null zone; effective barrier for Wire Craft.	utility_card				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_veilblade_network_weapon	Network Weapon	Use Wire Craft network infrastructure as offensive weapon.	combat_card				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_veilblade_inevitable	Inevitable	Target acquisition becomes absolute; nothing can prevent this action.	utility_card				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_veilblade_the_unwitnessed	The Unwitnessed	Capstone: act without any record, trace, or witness ever knowing.	capstone_card				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_oni_hunter_basic_attack	Basic Attack (Oni Hunter)	Free hunter's strike. Once per turn.	combat_card				"{""apCost"":""0"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""true"",""aiTag"":""""}"
card_oni_hunter_hunters_mark	Hunter's Mark	Designate quarry and gain all mark-conditional bonuses against them.	utility_card				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_oni_hunter_void_strike	Void Strike	Attack targeting dissolution resonance or Between-entity weakness.	combat_card				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_oni_hunter_quarrys_weakness	Quarry's Weakness	Identify and exploit identified quarry's specific vulnerability.	utility_card				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_oni_hunter_shell_state_disruption	Shell-State Disruption	Attack specifically targeting shell-state anchoring.	combat_card				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_oni_hunter_enhancement_interrupt	Enhancement Interrupt	Interrupt or disable enemy enhancement-based card.	control_card				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_oni_hunter_relentless_hunter	Relentless Hunter	Sustained pursuit-state enabling escalating quarry pressure.	power_card				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_oni_hunter_quarrys_end	Quarry's End	High-damage finishing strike against designated quarry.	combat_card				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_oni_hunter_between_walker	Between-Walker	Pursue target through Between-space; ignore conventional obstacles.	mobility_card				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_oni_hunter_dissolution_nova	Dissolution Nova	Massive dissolution-resonance detonation against gathered targets.	combat_card				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_oni_hunter_hunters_apotheosis	Hunter's Apotheosis	Peak hunting state; near-perfect threat assessment and elimination.	power_card				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_oni_hunter_the_final_mark	The Final Mark	Capstone: absolute quarry designation — the marked target cannot escape or endure.	capstone_card				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_forge_tender_basic_attack	Basic Attack (Forge Tender)	Free maintenance tool strike. Once per turn.	combat_card				"{""apCost"":""0"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""true"",""aiTag"":""""}"
card_forge_tender_forge_mending	Forge Mending	Restore HP to ally using enhancement stabilization technique.	utility_card				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_forge_tender_enhancement_stabilization	Enhancement Stabilization	React to ally enhancement failure; prevent or reduce damage.	reaction_card				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_forge_tender_suture_protocol	Suture Protocol	Quick repair action restoring limited HP and clearing minor status.	utility_card				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_forge_tender_fortify_ally	Fortify Ally	Apply Guard to ally through resonant reinforcement.	defense_card				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_forge_tender_emergency_override	Emergency Override	Force-override failing enhancement to restore function temporarily.	control_card				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_forge_tender_forge_under_fire	Forge Under Fire	Perform emergency repair while under active combat pressure.	utility_card				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_forge_tender_combat_triage	Combat Triage	Rapid battlefield HP restoration across multiple allies.	utility_card				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_forge_tender_overhaul	Overhaul	Full emergency repair restoring major HP and clearing all debuffs.	utility_card				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_forge_tender_keepers_wrath	Keeper's Wrath	Channel Resonance Keeper authority as damaging spiritual attack.	combat_card				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_forge_tender_resonance_flood	Resonance Flood	Flood area with healing resonance; mass HP restoration.	utility_card				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_forge_tender_the_body_is_the_temple	The Body Is the Temple	Capstone: the forge tender's art reaches absolute mastery; sustain or end combat.	capstone_card				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_wireweave_basic_attack	Basic Attack (Wireweave)	Free signal strike. Once per turn.	combat_card				"{""apCost"":""0"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""true"",""aiTag"":""""}"
card_wireweave_signal_skim	Signal Skim	Quick signal-frequency attack skimming enhancement vulnerabilities.	combat_card				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_wireweave_ghost_step	Ghost Step	Phase through Wire Craft infrastructure for repositioning.	mobility_card				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_wireweave_wire_lock	Wire Lock	Bind target within Wire Craft infrastructure, applying Root or Silence.	control_card				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_wireweave_interference_pulse	Interference Pulse	Disrupt signal-dependent abilities in targeted area.	control_card				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_wireweave_signal_dart	Signal Dart	Precise signal bolt leveraging SIGNAL stat.	combat_card				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_wireweave_cascade_flicker	Cascade Flicker	Signal cascade jumping through connected targets.	combat_card				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_wireweave_enhancement_disrupt	Enhancement Disrupt	Temporarily disable or degrade target's enhancement functions.	control_card				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_wireweave_neural_spike	Neural Spike	Targeted attack through neural-wire connection; bypasses armor.	combat_card				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_wireweave_wire_crash	Wire Crash	Force infrastructure crash; area control through system shutdown.	control_card				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_wireweave_cascade_shutdown	Cascade Shutdown	Chain shutdown disabling multiple connected enhancement systems.	control_card				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_wireweave_wire_burn	Wire Burn	Overload Wire Craft network for massive channeled damage.	combat_card				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_wireweave_system_override	System Override	Take full control of target's Wire Craft integrated systems.	control_card				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
card_wireweave_the_architect	The Architect	Signature: reshape Wire Craft infrastructure to your design.	power_card				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""""}"
